message_id,conversation_id,time_vietnam,sender_id,sender,message_type,message_type_code,content,file_media_names,local_media,original_content_json
8221600327413,8058780570295694818,2026-09-03T14:40:28.816+07:00,8058780570295694818,Thuế Hạ Long,Văn bản,1,"Phương án 2: Bàn giao thô, chỉ mỗi tờ khai thuế, e thanh toán 1 phần phí còn thiếu",,,"""Phương án 2: Bàn giao thô, chỉ mỗi tờ khai thuế, e thanh toán 1 phần phí còn thiếu"""
8221601823675,8058780570295694818,2026-09-03T14:40:50.407+07:00,8058780570295694818,Thuế Hạ Long,Văn bản,1,e trao đổi lại vs kế toán xem chọn phương án nào rồi báo lại a,,,"""e trao đổi lại vs kế toán xem chọn phương án nào rồi báo lại a"""
8221602836192,8058780570295694818,2026-09-03T14:41:01.965+07:00,1622841872456638385,Lực Hoàng,Ảnh,2,dạ đây ạ,1788421259997_1622841872456638385_8058780570295694818_4b4203834bf5f1d0e1059769608200f9.jxl,media/anh-8221602836192.jpg,"{""title"": ""dạ đây ạ"", ""description"": """", ""childnumber"": 0, ""action"": """", ""params"": ""{\""rawUrl\"":\""https://photo-stal-26.zdn.vn/no/jxl/2bbdbf646ec1b59fecd0/2aOboQw1aSYbkA5J9i8TCHXz8tWgW1aff0Jdw396.jxl?jxlstatus=1\"",\""width\"":1062,\""convertible\"":\""jxl\"",\""hd\"":\""https://photo-stal-26.zdn.vn/no/jxl/2bbdbf646ec1b59fecd0/2aOboQw1aSYbkA5J9i8TCHXz8tWgW1aff0Jdw396.jxl?jxlstatus=1\"",\""height\"":198}"", ""type"": """", ""thumbUrl"": ""https://photo-stal-26.zdn.vn/no/jxl/2bbdbf646ec1b59fecd0/2aOboQw1aSYbkA5J9i8TCHXz8tWgW1aff0Jdw396.jxl?jxlstatus=1"", ""oriUrl"": ""https://photo-stal-26.zdn.vn/no/jxl/2bbdbf646ec1b59fecd0/2aOboQw1aSYbkA5J9i8TCHXz8tWgW1aff0Jdw396.jxl?jxlstatus=1"", ""hdUrl"": ""https://photo-stal-26.zdn.vn/no/jxl/2bbdbf646ec1b59fecd0/2aOboQw1aSYbkA5J9i8TCHXz8tWgW1aff0Jdw396.jxl?jxlstatus=1"", ""normalUrl"": ""https://photo-stal-26.zdn.vn/no/jxl/2bbdbf646ec1b59fecd0/2aOboQw1aSYbkA5J9i8TCHXz8tWgW1aff0Jdw396.jxl?jxlstatus=1""}"
8221609088882,8058780570295694818,2026-09-03T14:42:33.344+07:00,1622841872456638385,Lực Hoàng,Văn bản,1,Quý 1 e thanh toán cho bên a rồi,,,"""Quý 1 e thanh toán cho bên a rồi"""
8221609424752,8058780570295694818,2026-09-03T14:42:39.920+07:00,8058780570295694818,Thuế Hạ Long,Văn bản,1,ko ăn sẵn kiểu đó đc e ạ,,,"""ko ăn sẵn kiểu đó đc e ạ"""
8221612327960,8058780570295694818,2026-09-03T14:43:19.796+07:00,1622841872456638385,Lực Hoàng,Văn bản,1,ý là sao a e ko hiểu,,,"""ý là sao a e ko hiểu"""
8221612682154,8058780570295694818,2026-09-03T14:43:26.555+07:00,8058780570295694818,Thuế Hạ Long,Văn bản,1,"e làm IT cũng biết, e viết code vã mồ hôi, tự nhiên có ng nhảy vào cướp công",,,"""e làm IT cũng biết, e viết code vã mồ hôi, tự nhiên có ng nhảy vào cướp công"""
8221612891331,8058780570295694818,2026-09-03T14:43:29.522+07:00,8058780570295694818,Thuế Hạ Long,Văn bản,1,e có đồng ý ko,,,"""e có đồng ý ko"""
8221614096357,8058780570295694818,2026-09-03T14:43:45.113+07:00,1622841872456638385,Lực Hoàng,Văn bản,1,"cướp công gì a, e làm IT e càng hiểu, giờ e code ra 1 phần mềm",,,"""cướp công gì a, e làm IT e càng hiểu, giờ e code ra 1 phần mềm"""
8221614373846,8058780570295694818,2026-09-03T14:43:50.915+07:00,8058780570295694818,Thuế Hạ Long,Văn bản,1,"nếu nhận bàn giao full thì bên a in sổ sách bản cứng, chứ ko cho dữ liệu mềm đc",,,"""nếu nhận bàn giao full thì bên a in sổ sách bản cứng, chứ ko cho dữ liệu mềm đc"""
8221614470195,8058780570295694818,2026-09-03T14:43:50.916+07:00,1622841872456638385,Lực Hoàng,Văn bản,1,e nhận tiền từ khách hàng rồi,,,"""e nhận tiền từ khách hàng rồi"""
8221614643222,8058780570295694818,2026-09-03T14:43:52.839+07:00,1622841872456638385,Lực Hoàng,Văn bản,1,sau đó bàn giao,,,"""sau đó bàn giao"""
8221614905956,8058780570295694818,2026-09-03T14:43:56.673+07:00,1622841872456638385,Lực Hoàng,Văn bản,1,cho bên nào thì bên đó làm tiếp chứ a,,,"""cho bên nào thì bên đó làm tiếp chứ a"""
8221616010588,8058780570295694818,2026-09-03T14:44:14.294+07:00,8058780570295694818,Thuế Hạ Long,Văn bản,1,dữ liệu mềm bên a chỉ cung cấp khi kiểm tra thuế,,,"""dữ liệu mềm bên a chỉ cung cấp khi kiểm tra thuế"""
8221617486210,8058780570295694818,2026-09-03T14:44:35.668+07:00,8058780570295694818,Thuế Hạ Long,Ảnh,2,,1788421474751_8058780570295694818_8058780570295694818_e6de4bbb6b348ce6654cf5b6310b3c86.jxl,media/anh-8221617486210.jpg,"{""title"": """", ""description"": """", ""childnumber"": 0, ""action"": """", ""params"": ""{\""width\"":1280,\""height\"":960,\""is_group_layout\"":0,\""contentId\"":\""1000007265\"",\""convertible\"":\""jxl\"",\""is_original\"":0}"", ""type"": """", ""thumbUrl"": ""https://photo-stal-14.zdn.vn/no/jxl/e50b7cbd7819a347fa08/2aOboQw1cc7W3vSM6DpAAiPm8PBJrEnh0NBfunOy.jxl?jxlstatus=1"", ""oriUrl"": ""https://photo-stal-14.zdn.vn/no/jxl/e50b7cbd7819a347fa08/2aOboQw1cc7W3vSM6DpAAiPm8PBJrEnh0NBfunOy.jxl?jxlstatus=1"", ""normalUrl"": ""https://photo-stal-14.zdn.vn/no/jxl/e50b7cbd7819a347fa08/2aOboQw1cc7W3vSM6DpAAiPm8PBJrEnh0NBfunOy.jxl?jxlstatus=1""}"
8221617736256,8058780570295694818,2026-09-03T14:44:37.528+07:00,1622841872456638385,Lực Hoàng,Văn bản,1,"tức là sao a, bt hàng tháng a có nhập dữ liệu bên e lên phần mềm ko?",,,"""tức là sao a, bt hàng tháng a có nhập dữ liệu bên e lên phần mềm ko?"""
8221618649330,8058780570295694818,2026-09-03T14:44:52.264+07:00,8058780570295694818,Thuế Hạ Long,Văn bản,1,"có chứ, ko thì sao làm đc sổ sách",,,"""có chứ, ko thì sao làm đc sổ sách"""
8221618876368,8058780570295694818,2026-09-03T14:44:53.982+07:00,1622841872456638385,Lực Hoàng,Văn bản,1,như này là a đang làm khó cho việc bàn giao của e rồi,,,"""như này là a đang làm khó cho việc bàn giao của e rồi"""
8221619159041,8058780570295694818,2026-09-03T14:44:57.852+07:00,1622841872456638385,Lực Hoàng,Văn bản,1,e làm IT e càng hiểu ấy a,,,"""e làm IT e càng hiểu ấy a"""
8221620135537,8058780570295694818,2026-09-03T14:45:11.866+07:00,1622841872456638385,Lực Hoàng,Văn bản,1,"nên a đừng nhắc ngành IT của e, e làm dịch vụ cũng nhiều chứ đâu phải ko làm",,,"""nên a đừng nhắc ngành IT của e, e làm dịch vụ cũng nhiều chứ đâu phải ko làm"""
8221623388982,8058780570295694818,2026-09-03T14:45:59.989+07:00,8058780570295694818,Thuế Hạ Long,Văn bản,1,"bên a làm vs phí rất thấp, vì quan điểm a là hỗ trợ mn cùng kinh doanh",,,"""bên a làm vs phí rất thấp, vì quan điểm a là hỗ trợ mn cùng kinh doanh"""
8221623940188,8058780570295694818,2026-09-03T14:46:08.075+07:00,8058780570295694818,Thuế Hạ Long,Văn bản,1,mục tiêu là đi đường xa,,,"""mục tiêu là đi đường xa"""
8221624455171,8058780570295694818,2026-09-03T14:46:13.533+07:00,1622841872456638385,Lực Hoàng,Văn bản,1,"ko thấp a ơi, mình làm ko có hộp đồng, mọi thứ ko rõ ràng",,,"""ko thấp a ơi, mình làm ko có hộp đồng, mọi thứ ko rõ ràng"""
8221625574878,8058780570295694818,2026-09-03T14:46:29.717+07:00,1622841872456638385,Lực Hoàng,Văn bản,1,giờ quan trọng là bàn giao giúp e thôi,,,"""giờ quan trọng là bàn giao giúp e thôi"""
8221625728681,8058780570295694818,2026-09-03T14:46:31.826+07:00,1622841872456638385,Lực Hoàng,Văn bản,1,a đừng làm khó e nữa,,,"""a đừng làm khó e nữa"""
8221626096040,8058780570295694818,2026-09-03T14:46:38.524+07:00,8058780570295694818,Thuế Hạ Long,Cuộc gọi,6,"{""title"": ""sendBubbleMessage"", ""description"": ""Cuộc gọi"", ""href"": """", ""thumb"": """", ""childnumber"": 0, ""action"": ""recommened.misscall"", ""params"": ""{\""duration\"":0,\""reason\"":3,\""isCaller\"":0,\""isEnableCallback\"":1,\""calltype\"":0}""}",,,"{""title"": ""sendBubbleMessage"", ""description"": ""Cuộc gọi"", ""href"": """", ""thumb"": """", ""childnumber"": 0, ""action"": ""recommened.misscall"", ""params"": ""{\""duration\"":0,\""reason\"":3,\""isCaller\"":0,\""isEnableCallback\"":1,\""calltype\"":0}""}"
8221628398206,8058780570295694818,2026-09-03T14:47:12.022+07:00,8058780570295694818,Thuế Hạ Long,Văn bản,1,"1. Hỗ trợ, đồng hành và giúp khách hàng kinh doanh",,,"""1. Hỗ trợ, đồng hành và giúp khách hàng kinh doanh"""
8221629245602,8058780570295694818,2026-09-03T14:47:22.011+07:00,1622841872456638385,Lực Hoàng,Văn bản,1,giờ a bàn giao dữ liệu mềm giúp e,,,"""giờ a bàn giao dữ liệu mềm giúp e"""
8221629417412,8058780570295694818,2026-09-03T14:47:26.221+07:00,8058780570295694818,Thuế Hạ Long,Văn bản,1,2. Giải trình cung cấp hs theo yêu cầu thuế,,,"""2. Giải trình cung cấp hs theo yêu cầu thuế"""
8221629530784,8058780570295694818,2026-09-03T14:47:26.222+07:00,1622841872456638385,Lực Hoàng,Văn bản,1,mình ko thảo luận thêm r a,,,"""mình ko thảo luận thêm r a"""
8221630342379,8058780570295694818,2026-09-03T14:47:39.589+07:00,8058780570295694818,Thuế Hạ Long,Văn bản,1,a ko có trách nhiệm bàn giao cho kế toán nào của e cả,,,"""a ko có trách nhiệm bàn giao cho kế toán nào của e cả"""
8221631383819,8058780570295694818,2026-09-03T14:47:52.570+07:00,1622841872456638385,Lực Hoàng,Văn bản,1,tại sao a thu tiền của e a lại ko có trách nhiệm bàn giao?,,,"""tại sao a thu tiền của e a lại ko có trách nhiệm bàn giao?"""
8221631812316,8058780570295694818,2026-09-03T14:47:58.498+07:00,1622841872456638385,Lực Hoàng,Văn bản,1,công việc hàng tháng a thu tiền của e a làm những gì?,,,"""công việc hàng tháng a thu tiền của e a làm những gì?"""
8221632168996,8058780570295694818,2026-09-03T14:48:05.345+07:00,8058780570295694818,Thuế Hạ Long,Văn bản,1,a có bàn giao nhưng là sổ sách,,,"""a có bàn giao nhưng là sổ sách"""
8221633175778,8058780570295694818,2026-09-03T14:48:19.449+07:00,8058780570295694818,Thuế Hạ Long,Văn bản,1,còn file mềm a cung cấp khi thuế kiểm tra,,,"""còn file mềm a cung cấp khi thuế kiểm tra"""
8221638729256,8058780570295694818,2026-09-03T14:49:36.635+07:00,1622841872456638385,Lực Hoàng,Văn bản,1,"e ko đồng ý với cách làm này đâu a, a bàn giao toàn bộ cho kế toán của e",,,"""e ko đồng ý với cách làm này đâu a, a bàn giao toàn bộ cho kế toán của e"""
8221640412144,8058780570295694818,2026-09-03T14:50:00.524+07:00,1622841872456638385,Lực Hoàng,Văn bản,1,nếu ko thì ae mình ko làm việc kiểu thiện chí như này đc nữa đâu,,,"""nếu ko thì ae mình ko làm việc kiểu thiện chí như này đc nữa đâu"""
8221641134050,8058780570295694818,2026-09-03T14:50:12.472+07:00,8058780570295694818,Thuế Hạ Long,Văn bản,1,file mềm từ đâu mà có?,,,"""file mềm từ đâu mà có?"""
8221641414007,8058780570295694818,2026-09-03T14:50:14.731+07:00,1622841872456638385,Lực Hoàng,Văn bản,1,giờ e hỏi a,,,"""giờ e hỏi a"""
8221641613988,8058780570295694818,2026-09-03T14:50:19.222+07:00,8058780570295694818,Thuế Hạ Long,Văn bản,1,1. Phần mềm kế toán e có mua ko?,,,"""1. Phần mềm kế toán e có mua ko?"""
8221641808465,8058780570295694818,2026-09-03T14:50:20.129+07:00,1622841872456638385,Lực Hoàng,Văn bản,1,a có nhập dữ liệu hàng tháng của cty e ko?,,,"""a có nhập dữ liệu hàng tháng của cty e ko?"""
8221642221199,8058780570295694818,2026-09-03T14:50:27.823+07:00,8058780570295694818,Thuế Hạ Long,Văn bản,1,2. Ai là ng nhập liệu vào đó?,,,"""2. Ai là ng nhập liệu vào đó?"""
8221643080745,8058780570295694818,2026-09-03T14:50:38.139+07:00,1622841872456638385,Lực Hoàng,Văn bản,1,vậy a thu tiền của bên e làm gì?,,,"""vậy a thu tiền của bên e làm gì?"""
8221643744593,8058780570295694818,2026-09-03T14:50:49.245+07:00,8058780570295694818,Thuế Hạ Long,Ảnh,2,,1788421848814_8058780570295694818_8058780570295694818_dc1f5906fe4d9a9c67be70de76960266.jxl,media/anh-8221643744593.jpg,"{""title"": """", ""description"": """", ""childnumber"": 0, ""action"": """", ""params"": ""{\""width\"":1280,\""convertible\"":\""jxl\"",\""height\"":960}"", ""type"": """", ""thumbUrl"": ""https://photo-stal-14.zdn.vn/gr/jxl/e50b7cbd7819a347fa08/2aOboQw1cc7W3vSM6DpAAiPm8PBJrEnh0NBfunOy.jxl?jxlstatus=1"", ""oriUrl"": ""https://photo-stal-14.zdn.vn/gr/jxl/e50b7cbd7819a347fa08/2aOboQw1cc7W3vSM6DpAAiPm8PBJrEnh0NBfunOy.jxl?jxlstatus=1"", ""normalUrl"": ""https://photo-stal-14.zdn.vn/gr/jxl/e50b7cbd7819a347fa08/2aOboQw1cc7W3vSM6DpAAiPm8PBJrEnh0NBfunOy.jxl?jxlstatus=1""}"
8221644042075,8058780570295694818,2026-09-03T14:50:51.888+07:00,1622841872456638385,Lực Hoàng,Văn bản,1,tiền đấy đc sử dụng vào những mục đích gì,,,"""tiền đấy đc sử dụng vào những mục đích gì"""
8221644165651,8058780570295694818,2026-09-03T14:50:53.557+07:00,1622841872456638385,Lực Hoàng,Văn bản,1,a liệt kê ra,,,"""a liệt kê ra"""
8221644671233,8058780570295694818,2026-09-03T14:51:00.777+07:00,1622841872456638385,Lực Hoàng,Văn bản,1,để e đăng lên mạng hỏi xem nó có hợp lý ko,,,"""để e đăng lên mạng hỏi xem nó có hợp lý ko"""
8221644844336,8058780570295694818,2026-09-03T14:51:04.908+07:00,8058780570295694818,Thuế Hạ Long,Văn bản,1,thông minh lên e? ko nhập sao làm đc sổ?,,,"""thông minh lên e? ko nhập sao làm đc sổ?"""
8221646300735,8058780570295694818,2026-09-03T14:51:25.395+07:00,8058780570295694818,Thuế Hạ Long,Văn bản,1,ko có sổ lấy gì bàn giao?,,,"""ko có sổ lấy gì bàn giao?"""
8221647589081,8058780570295694818,2026-09-03T14:51:41.987+07:00,1622841872456638385,Lực Hoàng,Văn bản,1,"giờ a có bàn giao ko, a trả lời cho e có hoặc ko thôi là đc",,,"""giờ a có bàn giao ko, a trả lời cho e có hoặc ko thôi là đc"""
8221647996463,8058780570295694818,2026-09-03T14:51:47.552+07:00,1622841872456638385,Lực Hoàng,Văn bản,1,rôi e sẽ xử lý tiếp,,,"""rôi e sẽ xử lý tiếp"""
8221648767466,8058780570295694818,2026-09-03T14:52:00.092+07:00,8058780570295694818,Thuế Hạ Long,Văn bản,1,a bàn giao sổ sách theo quy định Bộ tài chính,,,"""a bàn giao sổ sách theo quy định Bộ tài chính"""
8221649793513,8058780570295694818,2026-09-03T14:52:14.649+07:00,8058780570295694818,Thuế Hạ Long,Văn bản,1,chứ ko có quy định nào phải bàn giao file mềm cả. ok chưa?,,,"""chứ ko có quy định nào phải bàn giao file mềm cả. ok chưa?"""
8221651623566,8058780570295694818,2026-09-03T14:52:38.870+07:00,1622841872456638385,Lực Hoàng,Văn bản,1,"ok dừng đc ở đây, a làm khó cho cty khi chuyển giao cho bên khác",,,"""ok dừng đc ở đây, a làm khó cho cty khi chuyển giao cho bên khác"""
8221653964963,8058780570295694818,2026-09-03T14:53:13.486+07:00,8058780570295694818,Thuế Hạ Long,Ảnh,2,,1788421990521_8058780570295694818_8058780570295694818_fc38e7064324e4c39551c9635ce5cfe4.jxl,media/anh-8221653964963.jpg,"{""title"": """", ""description"": """", ""childnumber"": 0, ""action"": """", ""params"": ""{\""rawUrl\"":\""https://photo-stal-14.zdn.vn/no/jxl/fc52cf82b5266e783737/2aOboQw1htvJvqE9pzWFy6MIeojx6tlbNyc5Qymm.jxl?jxlstatus=1\"",\""width\"":697,\""convertible\"":\""jxl\"",\""hd\"":\""https://photo-stal-14.zdn.vn/no/jxl/fc52cf82b5266e783737/2aOboQw1htvJvqE9pzWFy6MIeojx6tlbNyc5Qymm.jxl?jxlstatus=1\"",\""height\"":455}"", ""type"": """", ""thumbUrl"": ""https://photo-stal-14.zdn.vn/no/jxl/fc52cf82b5266e783737/2aOboQw1htvJvqE9pzWFy6MIeojx6tlbNyc5Qymm.jxl?jxlstatus=1"", ""oriUrl"": ""https://photo-stal-14.zdn.vn/no/jxl/fc52cf82b5266e783737/2aOboQw1htvJvqE9pzWFy6MIeojx6tlbNyc5Qymm.jxl?jxlstatus=1"", ""hdUrl"": ""https://photo-stal-14.zdn.vn/no/jxl/fc52cf82b5266e783737/2aOboQw1htvJvqE9pzWFy6MIeojx6tlbNyc5Qymm.jxl?jxlstatus=1"", ""normalUrl"": ""https://photo-stal-14.zdn.vn/no/jxl/fc52cf82b5266e783737/2aOboQw1htvJvqE9pzWFy6MIeojx6tlbNyc5Qymm.jxl?jxlstatus=1""}"
8221654889256,8058780570295694818,2026-09-03T14:53:24.848+07:00,1622841872456638385,Lực Hoàng,Văn bản,1,e sẽ làm với bên a cho tới cùng,,,"""e sẽ làm với bên a cho tới cùng"""
8221654992351,8058780570295694818,2026-09-03T14:53:26.492+07:00,1622841872456638385,Lực Hoàng,Văn bản,1,a cứ đợi em,,,"""a cứ đợi em"""
8221655581147,8058780570295694818,2026-09-03T14:53:34.638+07:00,1622841872456638385,Lực Hoàng,Văn bản,1,dừng ở đây đc rôi a nhé,,,"""dừng ở đây đc rôi a nhé"""
8221656635058,8058780570295694818,2026-09-03T14:53:51.016+07:00,8058780570295694818,Thuế Hạ Long,Văn bản,1,"tùy e, a bàn giao sổ sách theo quy định BTC",,,"""tùy e, a bàn giao sổ sách theo quy định BTC"""
8221657182564,8058780570295694818,2026-09-03T14:53:58.793+07:00,8058780570295694818,Thuế Hạ Long,Văn bản,1,e thấy ko đúng e có thể kiện,,,"""e thấy ko đúng e có thể kiện"""
8221657422912,8058780570295694818,2026-09-03T14:54:02.257+07:00,8058780570295694818,Thuế Hạ Long,Văn bản,1,thoải mái,,,"""thoải mái"""
8221662863603,8058780570295694818,2026-09-03T14:55:17.276+07:00,1622841872456638385,Lực Hoàng,Văn bản,1,"ok anh, anh cứ làm việc của e, e sẽ kiện và bóc phốt đủ cả",,,"""ok anh, anh cứ làm việc của e, e sẽ kiện và bóc phốt đủ cả"""
8221663153727,8058780570295694818,2026-09-03T14:55:22.813+07:00,8058780570295694818,Thuế Hạ Long,Văn bản,1,"e đưa thông tin không đúng cũng cẩn thận đó, làm tổn hại uy tín doanh nghiệp tội ko nhẹ đâu",,,"""e đưa thông tin không đúng cũng cẩn thận đó, làm tổn hại uy tín doanh nghiệp tội ko nhẹ đâu"""
8221664981882,8058780570295694818,2026-09-03T14:55:46.834+07:00,1622841872456638385,Lực Hoàng,Văn bản,1,e chạy ads hết cái quảng ninh này xem ngta biết cách làm của bên a,,,"""e chạy ads hết cái quảng ninh này xem ngta biết cách làm của bên a"""
8221665457165,8058780570295694818,2026-09-03T14:55:55.491+07:00,8058780570295694818,Thuế Hạ Long,Văn bản,1,ok e,,,"""ok e"""
8221673392556,8058780570295694818,2026-09-03T14:57:46.957+07:00,8058780570295694818,Thuế Hạ Long,Văn bản,1,"việc gì ra việc đó, vài ngày tới bạn Vân sửa lại 1 chút báo cáo thuế",,,"""việc gì ra việc đó, vài ngày tới bạn Vân sửa lại 1 chút báo cáo thuế"""
8221673953463,8058780570295694818,2026-09-03T14:57:54.927+07:00,8058780570295694818,Thuế Hạ Long,Văn bản,1,e phối hợp vs bạn ấy hoàn thiện nhé,,,"""e phối hợp vs bạn ấy hoàn thiện nhé"""
8221674225389,8058780570295694818,2026-09-03T14:57:57.211+07:00,1622841872456638385,Lực Hoàng,Văn bản,1,ko anh,,,"""ko anh"""
8221674432639,8058780570295694818,2026-09-03T14:58:00.038+07:00,1622841872456638385,Lực Hoàng,Văn bản,1,em ko làm việc với anh nữa,,,"""em ko làm việc với anh nữa"""
8221674801162,8058780570295694818,2026-09-03T14:58:05.151+07:00,1622841872456638385,Lực Hoàng,Văn bản,1,e có đủ bằng chứng cách làm việc của bên anh,,,"""e có đủ bằng chứng cách làm việc của bên anh"""
8221675430897,8058780570295694818,2026-09-03T14:58:14.503+07:00,1622841872456638385,Lực Hoàng,Văn bản,1,anh tự tin anh thông minh,,,"""anh tự tin anh thông minh"""
8221675648092,8058780570295694818,2026-09-03T14:58:16.962+07:00,1622841872456638385,Lực Hoàng,Văn bản,1,em với anh làm cho ra lẽ,,,"""em với anh làm cho ra lẽ"""
8221676109018,8058780570295694818,2026-09-03T14:58:25.108+07:00,8058780570295694818,Thuế Hạ Long,Văn bản,1,ok,,,"""ok"""
8221700529205,8058780570295694818,2026-09-03T15:03:47.124+07:00,8058780570295694818,Thuế Hạ Long,Văn bản,1,"a nói lại lần nữa cho e hiểu, bàn giao sổ sách theo quy định BTC như ảnh a gửi mấy lần đó + file mềm sổ sách đó",,,"""a nói lại lần nữa cho e hiểu, bàn giao sổ sách theo quy định BTC như ảnh a gửi mấy lần đó + file mềm sổ sách đó"""
8221701765048,8058780570295694818,2026-09-03T15:04:03.033+07:00,8058780570295694818,Thuế Hạ Long,Văn bản,1,chứ phần mềm kế toán thì ko bàn giao,,,"""chứ phần mềm kế toán thì ko bàn giao"""
